,NUMERO CLIENTE,Cuatrimestre,N° Factura,SKU,Cantidad,Precio Unitario,Tipo cbio. Prom.Mes,Kilos,USD TC Prom.Mes,Rubro,Provincia,Condición de pago,Devoluciones,Kilos_Promedio,Kilos_Maximo,Kilos_Minimo,Frecuencia,USD/Ton,Indice devoluciones,Target
19443,751.0,5,6,5,41265.0,25.911585714285717,44.33897550999999,25291.872092,37836.083654322996,Productos quimicos y afines,Exportación,30.0,0,1806.5622922857144,8030.892,-8030.892,3,1542.9525257055275,0.0,0
19444,751.0,6,8,6,61748.0,25.928499999999996,47.97627285699999,38061.599092000004,56417.870584357,Productos quimicos y afines,Exportación,30.0,0,2003.2420574736843,8030.892,-8030.892,4,1508.4675517026617,0.0,0
19445,751.0,7,8,5,55987.0,26.759999999999998,50.09351428555555,34701.372644,51237.086293357,Productos quimicos y afines,Exportación,30.0,0,2041.2572143529414,8030.892,-8030.892,4,1465.9349986135194,0.0,0
19446,751.0,8,8,6,59185.0,26.527300000000004,57.92481285700002,36570.535941,53311.598916181014,Productos quimicos y afines,Exportación,30.0,0,1924.7650495263158,6325.53792,0.0,4,1415.0401768500265,0.0,0
19447,751.0,9,8,6,60066.0,25.072509090909083,58.76420909090911,36742.702837,53019.574315901016,Productos quimicos y afines,Exportación,30.0,0,1749.652516047619,6325.53792,0.0,4,1405.443064238067,0.0,0
19448,751.0,10,8,9,53801.0,31.792855000000003,59.703700000000026,34235.885437,48758.633306867014,Productos quimicos y afines,Exportación,30.0,0,1711.7942718499999,6325.53792,0.0,4,1375.986049051361,0.0,0
19449,751.0,11,7,9,50920.0,33.015950000000004,59.832966666666685,32564.505084999997,46713.51908686701,Productos quimicos y afines,Exportación,30.0,0,1809.1391713888888,6325.53792,0.0,3,1389.8386071102677,0.0,0
19450,751.0,12,3,6,24060.0,44.147862499999995,59.94255,16338.911887999999,23179.099476145002,Productos quimicos y afines,Exportación,30.0,0,2042.3639859999998,4586.014992,0.0,2,1371.614526341461,0.0,0
19451,751.0,13,2,4,14218.0,60.017425,60.0103,10262.909599999999,14320.845921,Productos quimicos y afines,Exportación,30.0,0,2565.7273999999998,3373.6202,1544.8225,1,1342.6129232720964,0.0,0
19452,751.0,14,1,2,9601.0,23.541,67.7284,6325.53792,9342.657585781999,Productos quimicos y afines,Exportación,30.0,0,3162.76896,6325.53792,0.0,1,1477.0183541955591,0.0,0
19453,751.0,15,4,6,34047.0,52.251557142857145,69.28325714285715,22844.916631999997,42382.510683368004,Productos quimicos y afines,Exportación,30.0,0,1631.7797594285712,6325.53792,0.0,2,2133.552264599374,0.0,0
19454,751.0,16,5,6,43008.0,50.490112499999995,69.5577875,28931.262743999996,51227.33136591301,Productos quimicos y afines,Exportación,30.0,0,1808.2039214999998,6325.53792,0.0,3,2048.5095034296414,0.0,0
19455,751.0,17,6,6,52489.0,50.95593333333333,69.97336666666666,35177.731439999996,60469.07015865701,Productos quimicos y afines,Exportación,30.0,0,1954.3184133333332,6325.53792,0.0,4,1985.2785970188618,0.0,0
19456,751.0,18,7,7,54650.0,48.36269,71.24391000000001,36089.678472,61745.35209159201,Productos quimicos y afines,Exportación,30.0,0,1804.4839236,6325.53792,0.0,4,1928.034566473947,0.0,0
19457,751.0,19,4,3,30204.0,35.351749999999996,73.796175,19570.299759999998,28705.498994006,Productos quimicos y afines,Exportación,30.0,0,2446.2874699999998,6325.53792,0.0,3,1455.6245416848524,0.0,0
19458,751.0,20,5,5,41251.0,35.24634285714286,77.6385142857143,26013.249269,38305.726728351,Productos quimicos y afines,Exportación,30.0,0,1858.0892335,6325.53792,0.0,3,1454.179473497375,0.0,0
19472,752.0,1,2,4,180784.0,-10.87752,41.51209999999999,17298.862200000003,28911.171924417,Bebidas,Exportación,30.0,0,2162.3577750000004,3587.09,0.0,2,1623.1065981248887,0.0,0
19473,752.0,2,2,4,180784.0,-10.87752,41.51209999999999,17298.862200000003,28911.171924417,Bebidas,Exportación,30.0,0,2162.3577750000004,3587.09,0.0,2,1623.1065981248887,0.0,0
19474,752.0,3,2,4,180784.0,-10.87752,41.51209999999999,17298.862200000003,28911.171924417,Bebidas,Exportación,30.0,0,2162.3577750000004,3587.09,0.0,2,1623.1065981248887,0.0,0
19475,752.0,4,1,4,88863.0,-20.146416666666667,41.5121,8521.915799999999,14887.657092908,Bebidas,Exportación,30.0,0,2130.4789499999997,3332.0594,0.0,1,1701.1376262136828,0.0,0
19476,752.0,5,1,4,85223.0,-12.298566666666666,52.59142857,10407.63626,10900.233279952,Bebidas,Exportación,30.0,0,1734.6060433333332,5351.509728,0.0,1,1063.1225813719882,0.0,0
19477,752.0,6,4,4,333386.0,-10.452166666666667,54.527364285,37562.29606,51487.090756538004,Bebidas,Exportación,30.0,0,3130.1913383333335,9104.0768,0.0,2,1278.9047277277289,0.0,0
19478,752.0,7,8,4,492458.0,-35.06201,56.13253857100001,54968.37174,77498.662787919,Bebidas,Exportación,30.0,0,2748.418587,9104.0768,-8462.85216,3,1349.9386547451443,0.0,0
19479,752.0,8,10,5,646862.0,-28.78305357142856,57.164756122142876,74359.41414000001,104314.03755960401,Bebidas,Exportación,30.0,0,2655.6933621428575,9104.0768,-8462.85216,4,1348.3413073611753,0.0,0
19480,752.0,9,11,5,706145.0,-26.42047307692307,58.63706923076924,79517.69095799999,117019.864256552,Bebidas,Exportación,30.0,0,3058.3727291538457,9104.0768,-8462.85216,4,1447.6723310454897,0.0,0
19481,752.0,10,9,5,533678.0,-26.20643478260869,59.383256521739156,63131.983157999995,90118.89136996599,Bebidas,Exportación,30.0,0,2744.8688329565216,8981.52192,-8462.85216,4,1391.716872619838,0.0,0
19482,752.0,11,6,5,446139.0,-12.992929411764708,60.01204117647061,53431.30587800001,75816.705198782,Bebidas,Exportación,30.0,0,3143.0179928235298,8578.8416,0.0,4,1374.4648481229272,0.0,0
19483,752.0,12,4,5,291735.0,-12.910499999999997,60.24914444444445,34040.263478,49001.330427097004,Bebidas,Exportación,30.0,0,3782.2514975555555,7910.927424,0.0,3,1394.2765630400481,0.0,0
19484,752.0,13,4,5,296813.0,-47.53351538461538,63.75799230769232,39754.4688,47706.092426455005,Bebidas,Exportación,30.0,0,3614.0426181818184,10812.2008,0.0,3,1191.9703523949272,0.0,0
19485,752.0,14,5,5,372744.0,-29.202387499999993,65.94958749999999,50556.426458999995,56561.495982256994,Bebidas,Exportación,30.0,0,3611.1733185,10812.2008,0.0,3,1107.8535912546404,0.0,0
19486,752.0,15,4,4,301211.0,-19.520871428571436,66.60579999999999,42851.028059,44852.110122059996,Bebidas,Exportación,30.0,0,3570.9190049166664,10812.2008,0.0,2,1048.966170557998,0.0,0
19487,752.0,16,4,4,301211.0,-19.520871428571436,66.60579999999999,42851.028059,44852.110122059996,Bebidas,Exportación,30.0,0,3570.9190049166664,10812.2008,0.0,2,1048.966170557998,0.0,0
19488,752.0,17,4,5,302189.0,-3.6786000000000043,69.95624,40414.683835,45966.25240210899,Bebidas,Exportación,30.0,0,4041.4683835000005,10812.2008,0.0,2,1139.5032258756232,0.0,0
19489,752.0,18,6,3,298976.0,-50.15139166666666,74.56840000000001,37429.704265,44906.537341544004,Bebidas,Exportación,30.0,0,3119.1420220833334,10812.2008,-8037.821113,2,1245.263334637212,0.0,0
19490,752.0,19,7,3,372417.0,-45.059057142857135,74.99924285714287,45340.631689,55322.129284425006,Bebidas,Exportación,30.0,0,3238.616549214286,10812.2008,-8037.821113,3,1257.1650107542866,0.0,0
19491,752.0,20,8,3,446038.0,-59.464275,75.61697500000001,53270.948641,65699.323242934,Bebidas,Exportación,30.0,0,3329.4342900625,10812.2008,-8037.821113,4,1264.5801060911438,0.0,0
19505,753.0,1,21,14,72609.0,11.786761904761907,39.88428333333334,8380.790799999999,18565.73424952,Bebidas,Salta,0.0,0,399.0852761904761,1188.1772,0.0003,3,2142.186175309737,0.0,0
19506,753.0,2,23,16,84789.0,14.00530434782609,40.31845869565218,14396.98,28689.20424452,Bebidas,Salta,0.0,0,625.955652173913,3008.0946,0.0003,4,2084.750994055635,0.0,0
19507,753.0,3,12,10,45339.0,19.611833333333333,42.07296666666666,9355.8267,21401.65683762,Alimentos,Salta,0.0,0,779.6522249999999,3008.0946,0.0003,3,2681.665836507435,0.0,0
19508,753.0,4,13,10,49350.0,21.26846153846154,42.44055384615384,11218.496700000002,24387.281656400006,Bebidas,Salta,0.0,0,862.9612846153848,3008.0946,64.0224,3,2534.606012767644,0.0,0
19509,753.0,5,10,8,38505.0,14.770000000000001,46.042888571,9425.214979999999,15234.112645800002,Bebidas,Salta,0.0,0,942.5214979999998,3008.0946,94.0896,3,1638.8549086953635,0.0,0
19510,753.0,6,8,6,26325.0,9.1375,46.33428571375,3409.02578,5110.6426507999995,Bebidas,Salta,0.0,0,426.1282225,807.9922,94.0896,2,1624.2383031681766,0.0,0
19511,753.0,7,15,7,45825.0,9.779333333333332,52.030425713999996,5641.112665000001,8844.702777100001,Bebidas,Salta,0.0,1,376.0741776666667,807.9922,-32.3433,3,1812.619304635772,0.06666666666666667,0
19512,753.0,8,10,6,28300.0,9.23,56.755638571,3151.233365,4817.4305832,Bebidas,Salta,0.0,1,315.1233365,718.357475,-32.3433,2,1737.488426958283,0.1,0
19513,753.0,9,8,5,22875.0,11.561250000000001,58.7071125,2893.59566,4799.4081522999995,Bebidas,Salta,0.0,1,361.6994575,718.357475,-32.3433,2,1967.310768185305,0.125,0
19514,753.0,10,10,5,31625.0,12.241999999999999,58.96775,3842.7803600000007,6599.3491623,Bebidas,Salta,0.0,1,384.27803600000004,718.3575,-32.3433,3,2079.347785948436,0.1,0
19515,753.0,11,9,8,27460.0,15.504444444444443,60.892444444444436,3538.324275,6576.464453,Bebidas,Salta,0.0,0,393.14714166666664,718.3575,33.1374,3,1937.1891746262913,0.0,0
19516,753.0,12,13,10,38760.0,15.28230769230769,61.57910769230769,5507.980775,9151.9665196,Bebidas,Salta,0.0,0,423.69082884615386,841.6585,33.1374,4,1745.1870341819151,0.0,0
19517,753.0,13,12,10,35385.0,14.98083333333333,61.72113333333332,4846.472,8086.6184936,Bebidas,Salta,0.0,0,403.87266666666665,841.6585,33.1374,3,1760.154251632417,0.0,0
19518,753.0,14,12,10,35635.0,14.980833333333331,63.00748333333332,4911.7772,7962.7838142,Bebidas,Salta,0.0,0,409.3147666666667,841.6585,33.1374,3,1698.9859139140788,0.0,0
19519,753.0,15,8,6,27500.0,14.0475,65.87974999999999,3795.60656,5458.814360799999,Bebidas,Salta,0.0,0,474.45082,841.6585,94.0896,3,1674.310550985951,0.0,0
19520,753.0,16,10,8,37531.0,30.179000000000002,70.34186000000001,7507.46506,13814.460385299999,Bebidas,Salta,0.0,0,750.7465060000001,1427.4866,105.8508,3,2037.8315234047889,0.0,0
19521,753.0,17,17,10,54906.0,23.142352941176465,71.55909411764708,9421.132150000003,16695.2177048,Bebidas,Salta,0.0,0,554.1842441176473,1427.4866,39.12066,4,1875.7539235622435,0.0,0
19522,753.0,18,15,10,45906.0,24.23266666666666,72.06985333333336,8406.64225,15019.1113742,Bebidas,Salta,0.0,0,560.4428166666668,1427.4866,39.12066,3,1835.069708801772,0.0,0
19523,753.0,19,17,11,50556.0,21.887058823529404,73.66471764705884,8524.63594,15139.28736801,Bebidas,Salta,0.0,0,501.44917294117647,1427.4866,39.12066,3,1818.9518691502585,0.0,0
19524,753.0,20,16,10,42925.0,13.665000000000001,76.44554375,4796.508470000001,6948.49436341,Bebidas,Salta,0.0,0,299.78177937500004,757.54061,39.12066,3,1592.5414847698046,0.0,0
19538,754.0,2,1,1,32400.0,15.25,44.8773,9048.2443,11010.02066,Carne y productos carnicos,Buenos Aires,30.0,0,9048.2443,9048.2443,9048.2443,1,1216.8129302167492,0.0,0
19539,754.0,3,1,1,32400.0,15.25,44.8773,9048.2443,11010.02066,Carne y productos carnicos,Buenos Aires,30.0,0,9048.2443,9048.2443,9048.2443,1,1216.8129302167492,0.0,0
19540,754.0,4,1,1,32400.0,15.25,44.8773,9048.2443,11010.02066,Carne y productos carnicos,Buenos Aires,30.0,0,9048.2443,9048.2443,9048.2443,1,1216.8129302167492,0.0,0
19541,754.0,5,1,1,32400.0,15.25,44.8773,9048.2443,11010.02066,Carne y productos carnicos,Buenos Aires,30.0,0,9048.2443,9048.2443,9048.2443,1,1216.8129302167492,0.0,0
19542,754.0,10,27,4,302700.0,28.504074074074076,60.01029999999998,107781.22320000001,145079.6779871,Carne y productos carnicos,Buenos Aires,30.0,0,3991.897155555556,7222.168,335.1202,1,1325.4095137068439,0.0,0
19543,754.0,11,28,4,307700.0,28.809285714285714,60.05836428571427,109857.2142,148098.9376861,Carne y productos carnicos,Buenos Aires,30.0,0,3923.471935714286,7222.168,335.1202,2,1330.015256857778,0.0,0
19544,754.0,12,28,4,307700.0,28.809285714285714,60.05836428571427,109857.2142,148098.9376861,Carne y productos carnicos,Buenos Aires,30.0,0,3923.471935714286,7222.168,335.1202,2,1330.015256857778,0.0,0
19545,754.0,13,28,4,307700.0,28.809285714285714,60.05836428571427,109857.2142,148098.9376861,Carne y productos carnicos,Buenos Aires,30.0,0,3923.471935714286,7222.168,335.1202,2,1330.015256857778,0.0,0
19546,754.0,14,7,2,105500.0,33.87428571428571,66.81807142857141,38583.7935,52618.54153199999,Carne y productos carnicos,Buenos Aires,30.0,0,5511.9705,10379.955,1022.17962,2,1369.1092270564502,0.0,0
19547,754.0,15,6,2,100500.0,33.345,67.72839999999998,36507.802500000005,49599.281833,Carne y productos carnicos,Buenos Aires,30.0,0,6084.633750000001,10379.955,1022.17962,1,1354.8990445770262,0.0,0
19548,754.0,16,6,2,100500.0,33.345,67.72839999999998,36507.802500000005,49599.281833,Carne y productos carnicos,Buenos Aires,30.0,0,6084.633750000001,10379.955,1022.17962,1,1354.8990445770262,0.0,0
19549,754.0,17,6,2,100500.0,33.345,67.72839999999998,36507.802500000005,49599.281833,Carne y productos carnicos,Buenos Aires,30.0,0,6084.633750000001,10379.955,1022.17962,1,1354.8990445770262,0.0,0
19550,754.0,18,5,3,63960.0,35.152,75.2036,22167.553462,28309.0251,Carne y productos carnicos,Buenos Aires,30.0,0,4433.5106924,8035.69954,913.43604,1,1288.014819499283,0.0,0
19551,754.0,19,9,3,114860.0,35.75,76.26168888888888,39700.456602,50012.7203058,Carne y productos carnicos,Buenos Aires,30.0,0,4411.161844666666,8035.69954,456.71802,2,1280.7734780587043,0.0,0
19552,754.0,20,9,3,114860.0,35.75,76.26168888888888,39700.456602,50012.7203058,Carne y productos carnicos,Buenos Aires,30.0,0,4411.161844666666,8035.69954,456.71802,2,1280.7734780587043,0.0,0
19566,755.0,10,2,2,4725.0,26.625,60.0103,804.5826999999999,2097.6149099,Bebidas,Mendoza,30.0,0,402.29134999999997,423.8014,380.7813,1,2607.0677076134225,0.0,0
19567,755.0,11,2,2,4725.0,26.625,60.0103,804.5826999999999,2097.6149099,Bebidas,Mendoza,30.0,0,402.29134999999997,423.8014,380.7813,1,2607.0677076134225,0.0,0
19568,755.0,12,2,2,4725.0,26.625,60.0103,804.5826999999999,2097.6149099,Bebidas,Mendoza,30.0,0,402.29134999999997,423.8014,380.7813,1,2607.0677076134225,0.0,0
19569,755.0,13,2,2,4725.0,26.625,60.0103,804.5826999999999,2097.6149099,Bebidas,Mendoza,30.0,0,402.29134999999997,423.8014,380.7813,1,2607.0677076134225,0.0,0
19579,756.0,1,3,3,6336.0,34.34666666666667,41.5121,3775.0728,5258.214352,Metalurgica,Santa Fe,30.0,0,1258.3576,1363.0719,1115.9104,2,1387.6642472680167,0.0,0
19580,756.0,2,4,4,8656.0,47.8,42.35339999999999,6945.798699999999,9815.77909,Metalurgica,Santa Fe,30.0,0,1736.4496749999998,3170.7259,1115.9104,3,1400.095294105217,0.0,0
19581,756.0,3,5,4,10510.0,44.79,42.628859999999996,7972.037799999999,11204.24303,Metalurgica,Santa Fe,30.0,0,1594.4075599999999,3170.7259,1026.2391,4,1390.6689149043518,0.0,0
19582,756.0,4,3,3,6334.0,52.82333333333333,43.37336666666666,5560.0369,7900.388972999999,Metalurgica,Santa Fe,30.0,0,1853.3456333333334,3170.7259,1026.2391,3,1408.0476286176365,0.0,0
19583,756.0,5,3,3,6334.0,54.053333333333335,47.06647619,5493.055504,7640.2211050000005,Metalurgica,Santa Fe,30.0,0,1831.0185013333332,3170.7259,1026.2391,3,1365.8359309051305,0.0,0
19584,756.0,6,2,2,4014.0,37.0,48.161064284999995,2322.329604,3082.656367,Metalurgica,Santa Fe,30.0,0,1161.164802,1296.090504,1026.2391,2,1330.0596790492868,0.0,0
19585,756.0,7,1,1,2160.0,41.25,52.59142857,1296.090504,1694.192427,Metalurgica,Santa Fe,30.0,0,1296.090504,1296.090504,1296.090504,1,1307.1559599976824,0.0,0
19586,756.0,8,3,3,6336.0,47.45000000000001,57.36067618999999,3775.072824,5241.571049,Metalurgica,Santa Fe,30.0,0,1258.357608,1363.071888,1115.910432,2,1384.91167112715,0.0,0
19587,756.0,9,3,3,6096.0,73.81333333333333,59.788466666666665,5103.031344,7406.310927,Metalurgica,Santa Fe,30.0,0,1701.010448,2624.049024,1115.910432,2,1439.3937558785638,0.0,0
19588,756.0,10,5,4,8280.0,80.46600000000001,59.877199999999995,6637.967044,9689.658952599999,Metalurgica,Santa Fe,30.0,0,1327.5934088,2624.049024,109.3354,3,1454.9210573340952,0.0,0
19589,756.0,11,5,4,8280.0,80.46600000000001,59.877199999999995,6637.967044,9689.658952599999,Metalurgica,Santa Fe,30.0,0,1327.5934088,2624.049024,109.3354,3,1454.9210573340952,0.0,0
19590,756.0,12,3,2,4104.0,100.41000000000001,59.965133333333334,4158.984724,6142.2803306,Metalurgica,Santa Fe,30.0,0,1386.3282413333334,2624.049024,109.3354,2,1475.6754110955696,0.0,0
19591,756.0,13,2,2,2184.0,90.445,60.0103,1534.9357,2283.3480256,Metalurgica,Santa Fe,30.0,0,767.46785,1425.6003,109.3354,1,1478.2120095173923,0.0,0
19592,756.0,14,3,2,4190.0,98.10333333333334,67.7284,4070.47567,5317.2819679,Metalurgica,Santa Fe,30.0,0,1356.8252233333333,2446.379038,328.006128,1,1306.5967343567195,0.0,0
19593,756.0,15,4,3,6206.0,86.135,68.1819,5186.3861019999995,6773.4249829,Metalurgica,Santa Fe,30.0,0,1296.5965254999999,2446.379038,328.006128,2,1306.17064476403,0.0,0
19594,756.0,16,5,4,8326.0,80.912,68.84142,6463.982902,8553.5493539,Metalurgica,Santa Fe,30.0,0,1292.7965804,2446.379038,328.006128,3,1323.6041472580152,0.0,0
19595,756.0,17,5,4,8326.0,80.912,68.84142,6463.982902,8553.5493539,Metalurgica,Santa Fe,30.0,0,1292.7965804,2446.379038,328.006128,3,1323.6041472580152,0.0,0
19596,756.0,18,2,2,4136.0,55.125,70.51095000000001,2393.507232,3236.2673860000004,Metalurgica,Santa Fe,30.0,0,1196.753616,1277.5968,1115.910432,2,1349.115266609959,0.0,0
19597,756.0,19,4,4,8325.0,62.1275,76.0581,4980.157587,6831.5542350000005,Metalurgica,Santa Fe,30.0,0,1245.03939675,1363.071888,1043.398395,2,1367.1015160642573,0.0,0
19598,756.0,20,3,3,6205.0,62.830000000000005,77.5843,3702.560787,5051.429864000001,Metalurgica,Santa Fe,30.0,0,1234.186929,1363.071888,1043.398395,1,1358.3559690076906,0.0,0
19611,757.0,4,1,1,4440.0,34.0,42.58,2534.7236,3545.326444,Carne y productos carnicos,Entre Rios,0.0,0,2534.7236,2534.7236,2534.7236,1,1398.7033710500032,0.0,0
19612,757.0,5,1,1,4440.0,34.0,42.58,2534.7236,3545.326444,Carne y productos carnicos,Entre Rios,0.0,0,2534.7236,2534.7236,2534.7236,1,1398.7033710500032,0.0,0
19613,757.0,6,1,1,4440.0,34.0,42.58,2534.7236,3545.326444,Carne y productos carnicos,Entre Rios,0.0,0,2534.7236,2534.7236,2534.7236,1,1398.7033710500032,0.0,0
19614,757.0,7,1,1,4440.0,34.0,42.58,2534.7236,3545.326444,Carne y productos carnicos,Entre Rios,0.0,0,2534.7236,2534.7236,2534.7236,1,1398.7033710500032,0.0,0
19615,757.0,8,1,1,5400.0,46.0,59.7453,3082.77198,4157.649221,Carne y productos carnicos,Entre Rios,0.0,0,3082.77198,3082.77198,3082.77198,1,1348.672314388948,0.0,0
19616,757.0,9,1,1,5400.0,46.0,59.7453,3082.77198,4157.649221,Carne y productos carnicos,Entre Rios,0.0,0,3082.77198,3082.77198,3082.77198,1,1348.672314388948,0.0,0
19617,757.0,10,2,1,11242.0,47.15,59.8778,6417.87458,8859.652043999999,Carne y productos carnicos,Entre Rios,0.0,0,3208.93729,3335.1026,3082.77198,2,1379.2624198827643,0.0,0
19618,757.0,11,2,1,11242.0,47.15,59.8778,6417.87458,8859.652043999999,Carne y productos carnicos,Entre Rios,0.0,0,3208.93729,3335.1026,3082.77198,2,1379.2624198827643,0.0,0
19619,757.0,12,1,1,5842.0,48.3,60.0103,3335.1026,4702.002823,Carne y productos carnicos,Entre Rios,0.0,0,3335.1026,3335.1026,3335.1026,1,1409.8525253765804,0.0,0
19620,757.0,13,1,1,5842.0,48.3,60.0103,3335.1026,4702.002823,Carne y productos carnicos,Entre Rios,0.0,0,3335.1026,3335.1026,3335.1026,1,1409.8525253765804,0.0,0
19621,757.0,14,1,1,6480.0,48.3,67.7284,3699.326376,4621.163352,Carne y productos carnicos,Entre Rios,0.0,0,3699.326376,3699.326376,3699.326376,1,1249.1904964051216,0.0,0
19622,757.0,15,1,1,6480.0,48.3,67.7284,3699.326376,4621.163352,Carne y productos carnicos,Entre Rios,0.0,0,3699.326376,3699.326376,3699.326376,1,1249.1904964051216,0.0,0
19623,757.0,16,1,1,6480.0,48.3,67.7284,3699.326376,4621.163352,Carne y productos carnicos,Entre Rios,0.0,0,3699.326376,3699.326376,3699.326376,1,1249.1904964051216,0.0,0
19624,757.0,17,1,1,6480.0,48.3,67.7284,3699.326376,4621.163352,Carne y productos carnicos,Entre Rios,0.0,0,3699.326376,3699.326376,3699.326376,1,1249.1904964051216,0.0,0
19625,757.0,20,1,1,6480.0,60.51,79.9411,3699.326376,4904.921248,Carne y productos carnicos,Entre Rios,0.0,0,3699.326376,3699.326376,3699.326376,1,1325.895784654606,0.0,0
19639,758.0,1,3,1,36375.0,22.459999999999997,40.476216666666666,14648.059799999999,20212.526161,Alimentos,Córdoba,30.0,0,4882.6866,4892.754,4862.5518,3,1379.8026436063258,0.0,0
19640,758.0,2,4,1,48525.0,23.0225,41.5764875,19540.8138,26902.467401,Alimentos,Córdoba,30.0,0,4885.20345,4892.754,4862.5518,4,1376.6810037427938,0.0,0
19641,758.0,3,3,1,36375.0,23.209999999999997,42.633833333333335,14648.059799999999,19796.806468,Alimentos,Córdoba,30.0,0,4882.6866,4892.754,4862.5518,3,1351.4805103047129,0.0,0
19642,758.0,4,3,1,36250.0,23.959999999999997,42.9898,14597.7228,20198.479934000003,Alimentos,Córdoba,30.0,0,4865.9076,4892.754,4812.2148,3,1383.9883680801986,0.0,0
19643,758.0,5,3,1,36250.0,24.709999999999997,46.682909523333336,14597.722769999998,19333.416446,Alimentos,Córdoba,30.0,0,4865.90759,4892.754,4812.2148,3,1325.0533624918487,0.0,0
19644,758.0,6,4,1,36250.0,27.965,52.0245071425,14597.72267,19361.520379,Alimentos,Córdoba,30.0,0,3649.4306675,4892.75397,2174.5573,3,1338.4910518970014,0.0,0
19645,758.0,7,5,1,48525.0,28.615999999999996,53.327665714,19540.813615,25907.873917,Alimentos,Córdoba,30.0,0,3908.162723,4943.090945,2174.5573,4,1335.6616699829856,0.0,0
19646,758.0,8,4,1,36575.0,29.5925,56.0145821425,14728.598815000001,18973.057102,Alimentos,Córdoba,30.0,0,3682.1497037500003,4943.090945,2174.5573,3,1309.3055127871783,0.0,0
19647,758.0,9,4,1,36550.0,31.845,57.835425,14718.53142,20092.897512000003,Alimentos,Córdoba,30.0,0,3679.632855,4943.090945,2174.5573,3,1367.2442419734289,0.0,0
19648,758.0,10,3,1,36450.0,32.88666666666666,59.47513333333333,14678.26192,20145.789995,Alimentos,Córdoba,30.0,0,4892.753973333333,4943.090945,4852.4844,3,1372.7372054985892,0.0,0
19649,758.0,11,5,2,38275.0,34.309999999999995,60.790679999999995,15489.490775,21456.674776,Alimentos,Córdoba,30.0,0,3097.898155,4882.686575,483.235,3,1378.4447156217416,0.0,0
19650,758.0,12,5,2,38275.0,34.309999999999995,60.790679999999995,15489.490775,21456.674776,Alimentos,Córdoba,30.0,0,3097.898155,4882.686575,483.235,3,1378.4447156217416,0.0,0
19651,758.0,13,5,2,38300.0,34.647999999999996,61.968489999999996,15499.5582,21170.242779,Alimentos,Córdoba,30.0,0,3099.91164,4892.754,483.235,3,1366.1607782757594,0.0,0
19652,758.0,14,4,2,26250.0,34.879999999999995,62.4580375,10647.073799999998,14399.305123,Alimentos,Córdoba,30.0,0,2661.7684499999996,4892.754,483.235,2,1358.8622596280225,0.0,0
19653,758.0,15,2,1,24300.0,36.215,67.653125,9785.507969999999,13009.962649000001,Alimentos,Córdoba,30.0,0,4892.753984999999,4892.754,4892.75397,2,1329.5132647848236,0.0,0
19654,758.0,16,3,1,36165.0,36.48333333333334,68.92858333333334,14563.493637,19154.973456,Alimentos,Córdoba,30.0,0,4854.497879,4892.754,4777.985667,3,1315.045207135858,0.0,0
19655,758.0,17,3,1,36265.0,37.02,71.43996666666668,14603.763186999999,18799.91039,Alimentos,Córdoba,30.0,0,4867.921062333333,4933.02355,4777.985667,3,1287.4146074546945,0.0,0
19656,758.0,18,4,2,39937.0,28.853650000000002,72.380875,14603.763554199999,19012.5343867,Alimentos,Córdoba,30.0,0,3650.9408885499997,4933.02355,0.0003672,4,1287.4146074546945,0.0,0
19657,758.0,19,4,2,39937.0,29.778650000000003,74.39135,14603.763554199999,18921.5472717,Alimentos,Córdoba,30.0,0,3650.9408885499997,4933.02355,0.0003672,4,1281.2158411731082,0.0,0
19658,758.0,20,5,2,40272.0,34.01092,77.19362,14738.6666472,19488.4280948,Alimentos,Córdoba,30.0,0,2947.73332944,4933.02355,0.0003672,4,1322.4747365602261,0.0,0
19672,759.0,1,11,8,28850.0,16.52,40.09953181818181,10998.6503,11696.318652650001,Servicios,Buenos Aires,30.0,1,999.8773,3044.3352,-14.8532,3,1049.022062242126,0.09090909090909091,0
19673,759.0,2,16,9,44800.0,17.9675,41.592584374999994,18558.5189,18722.387511350003,Servicios,Buenos Aires,30.0,1,1159.90743125,3044.3352,-14.8532,4,1007.5510574001868,0.0625,0
19674,759.0,3,11,8,28900.0,18.017272727272726,43.04173636363636,12232.3518,11854.09490435,Servicios,Buenos Aires,30.0,1,1112.0319818181817,2687.9052,-14.8532,3,979.4617336253812,0.09090909090909091,0
19675,759.0,4,12,9,33950.0,20.093333333333334,43.181241666666665,14450.5923,14501.1092413,Servicios,Buenos Aires,30.0,0,1204.216025,2687.9052,548.0988,3,1011.6323010088744,0.0,0
19676,759.0,5,15,11,44125.0,21.530666666666672,48.017766665999986,19677.588173000004,18753.865608,Servicios,Buenos Aires,30.0,0,1311.8392115333336,2687.9052,511.0419,3,954.1089221310486,0.0,0
19677,759.0,6,19,11,49175.0,25.931052631578947,52.844721052105264,21368.964473,22965.1845749,Servicios,Buenos Aires,30.0,0,1124.6823406842104,2687.9052,412.3837,3,1108.563370783776,0.0,0
19678,759.0,7,26,11,49175.0,20.26192307692308,54.37814615346156,21368.964473,21772.416515999998,Servicios,Buenos Aires,30.0,0,821.8832489615385,2687.9052,0.0,4,1108.563370783776,0.0,0
19679,759.0,8,24,9,45175.0,21.05208333333333,56.07654583291668,20683.475473000002,21295.397750999997,Servicios,Buenos Aires,30.0,0,861.8114780416668,3044.3352,0.0,4,1112.0063091752863,0.0,0
