,NUMERO CLIENTE,Cuatrimestre,N° Factura,SKU,Cantidad,Precio Unitario,Tipo cbio. Prom.Mes,Kilos,USD TC Prom.Mes,Rubro,Provincia,Condición de pago,Devoluciones,Kilos_Promedio,Kilos_Maximo,Kilos_Minimo,Frecuencia,USD/Ton,Indice devoluciones,Target
3596,139.0,18,101,27,231450.0,36.365544554455454,72.06593960396035,124410.96143949998,109140.34043950004,Servicios,Buenos Aires,30.0,3,1231.791697420792,4104.40905,-2047.016213,4,868.1124890685996,0.0297029702970297,0
3597,139.0,19,106,29,274055.0,39.970754716981126,73.9953132075472,151232.97163100002,142122.34600150006,Servicios,Buenos Aires,30.0,1,1426.7261474622644,4531.063725,-1490.764,4,915.1408444087272,0.009433962264150943,0
3598,139.0,20,72,27,201055.0,40.803194444444415,76.4760805555556,108688.60698700004,103753.94949079999,Servicios,Buenos Aires,30.0,1,1509.563985930556,4531.063725,-1490.764,4,928.1098254620265,0.013888888888888888,0
3612,140.0,3,1,1,3250.0,19.7,43.7307,931.5137,1464.074437,Alimentos,Buenos Aires,30.0,0,931.5137,931.5137,931.5137,1,1571.7154100900502,0.0,0
3613,140.0,4,1,1,3250.0,19.7,43.7307,931.5137,1464.074437,Alimentos,Buenos Aires,30.0,0,931.5137,931.5137,931.5137,1,1571.7154100900502,0.0,0
3614,140.0,5,2,2,8650.0,22.16,48.161064284999995,2776.16612,3992.014894,Alimentos,Buenos Aires,30.0,0,1388.08306,1844.65242,931.5137,2,1471.0655061439443,0.0,0
3615,140.0,6,2,2,8650.0,22.16,48.161064284999995,2776.16612,3992.014894,Alimentos,Buenos Aires,30.0,0,1388.08306,1844.65242,931.5137,2,1471.0655061439443,0.0,0
3616,140.0,7,1,1,5400.0,24.62,52.59142857,1844.65242,2527.940457,Alimentos,Buenos Aires,30.0,0,1844.65242,1844.65242,1844.65242,1,1370.4156021978386,0.0,0
3617,140.0,8,1,1,5400.0,24.62,52.59142857,1844.65242,2527.940457,Alimentos,Buenos Aires,30.0,0,1844.65242,1844.65242,1844.65242,1,1370.4156021978386,0.0,0
3618,140.0,13,1,1,3500.0,36.77,65.76385,1195.6081,1956.926184,Alimentos,Buenos Aires,30.0,0,1195.6081,1195.6081,1195.6081,1,1636.7622333773083,0.0,0
3619,140.0,14,1,1,3500.0,36.77,65.76385,1195.6081,1956.926184,Alimentos,Buenos Aires,30.0,0,1195.6081,1195.6081,1195.6081,1,1636.7622333773083,0.0,0
3620,140.0,15,1,1,3500.0,36.77,65.76385,1195.6081,1956.926184,Alimentos,Buenos Aires,30.0,0,1195.6081,1195.6081,1195.6081,1,1636.7622333773083,0.0,0
3621,140.0,16,2,1,7100.0,36.77,68.62167500000001,2425.3763799999997,3808.813788,Alimentos,Buenos Aires,30.0,0,1212.6881899999998,1229.76828,1195.6081,2,1571.322802580894,0.0,0
3622,140.0,17,1,1,3600.0,36.77,71.4795,1229.76828,1851.887604,Alimentos,Buenos Aires,30.0,0,1229.76828,1229.76828,1229.76828,1,1505.8833717844796,0.0,0
3623,140.0,18,2,2,6900.0,36.02,73.34155,2175.61296,3399.566173,Alimentos,Buenos Aires,30.0,0,1087.80648,1229.76828,945.84468,2,1571.087942738554,0.0,0
3624,140.0,19,2,2,6900.0,36.02,73.34155,2175.61296,3399.566173,Alimentos,Buenos Aires,30.0,0,1087.80648,1229.76828,945.84468,2,1571.087942738554,0.0,0
3625,140.0,20,2,2,6675.0,40.075,77.57235,2098.752443,3442.448593,Alimentos,Buenos Aires,30.0,0,1049.3762215,1152.907763,945.84468,2,1639.8815616158772,0.0,0
3636,141.0,2,8,7,20925.0,13.790000000000001,44.8773,4364.1456205,5603.618087399999,Productos papel y relacionados,Buenos Aires,30.0,0,545.5182025625,1036.280788,166.3620525,1,1319.0164606938647,0.0,0
3637,141.0,3,15,11,49700.0,12.404666666666667,44.34221999999999,8794.2498685,11359.511544599998,Productos papel y relacionados,Buenos Aires,30.0,0,586.2833245666666,1070.118528,166.3620525,2,1330.7263682117987,0.0,0
3638,141.0,4,21,13,63050.0,12.916190476190476,43.838728571428575,10974.841853499998,14709.3999899,Productos papel y relacionados,Buenos Aires,30.0,0,522.6115168333332,1070.118528,157.606155,3,1388.6205245868096,0.0,0
3639,141.0,5,24,13,68625.0,12.619583333333333,44.93281607125001,11403.731385999998,15257.2554253,Productos papel y relacionados,Buenos Aires,30.0,0,475.15547441666655,1070.118528,125.3637,4,1374.423739152786,0.0,0
3640,141.0,6,16,11,47700.0,12.034374999999999,44.960574106874994,7039.585765499999,9653.637337900003,Productos papel y relacionados,Buenos Aires,30.0,0,439.97411034374994,1070.118528,125.3637,3,1402.127378382247,0.0,0
3641,141.0,7,15,8,35175.0,13.348,50.966405714,4933.0464825,7255.836510700001,Productos papel y relacionados,Buenos Aires,30.0,0,328.86976549999997,783.27405,125.3637,3,1453.9904012665922,0.0,0
3642,141.0,8,13,7,38900.0,12.247692307692308,57.538252746923085,4447.291604999999,6335.955112,Productos papel y relacionados,Buenos Aires,30.0,0,342.09935423076917,783.27405,125.3637,3,1414.140740139222,0.0,0
3643,141.0,9,11,7,35425.0,12.145454545454543,59.09980000000001,4165.5725925,5998.8895247,Productos papel y relacionados,Buenos Aires,30.0,0,378.68841749999996,783.27405,134.37432,3,1453.7249086338206,0.0,0
3644,141.0,10,15,7,50600.0,13.725999999999999,59.34260000000002,6507.9443925000005,9291.703425300002,Productos papel y relacionados,Buenos Aires,30.0,0,433.86295950000004,783.27405,134.37432,4,1441.0497839439333,0.0,0
3645,141.0,11,11,7,45875.0,12.06090909090909,60.14630909090909,4887.317127499999,6907.5278142,Productos papel y relacionados,Buenos Aires,30.0,0,444.30155704545444,752.1822,147.17052,4,1417.6132856063023,0.0,0
3646,141.0,12,10,7,37375.0,12.548000000000002,61.20005,4269.552119999999,5925.1136838,Productos papel y relacionados,Buenos Aires,30.0,0,426.95521199999996,752.1822,147.17052,4,1384.3451295254624,0.0,0
3647,141.0,13,9,7,35275.0,13.274444444444446,61.34729999999999,4122.3816,5714.3238357,Productos papel y relacionados,Buenos Aires,30.0,0,458.0424,752.1822,171.1876,3,1379.0186887498458,0.0,0
3648,141.0,14,8,6,29450.0,10.99625,64.4087125,2811.615675,3705.4358805,Productos papel y relacionados,Buenos Aires,30.0,0,351.451959375,611.5435,154.861875,3,1314.7422594817465,0.0,0
3649,141.0,15,7,6,20050.0,12.217142857142857,66.0142714285714,2306.910725,2968.3348185,Productos papel y relacionados,Buenos Aires,30.0,0,329.55867500000005,611.5435,154.861875,3,1278.57039666871,0.0,0
3650,141.0,16,4,4,11475.0,12.135,68.1819,1229.8386249999999,1520.7419023,Productos papel y relacionados,Buenos Aires,30.0,0,307.45965624999997,439.75953,154.861875,2,1231.5446317846595,0.0,0
3651,141.0,17,7,6,33750.0,9.494285714285715,70.37451428571428,2750.8793124999993,3336.1802501,Productos papel y relacionados,Buenos Aires,30.0,0,392.98275892857134,1240.43724,123.8334075,3,1239.371749446602,0.0,0
3652,141.0,18,7,6,34575.0,11.028571428571427,73.57817142857142,3520.0998524999995,3914.8346865999997,Productos papel y relacionados,Buenos Aires,30.0,0,502.8714074999999,1240.43724,123.8334075,3,1195.4299808991993,0.0,0
3653,141.0,19,13,8,48650.0,17.192307692307693,76.04576153846153,5816.662117499998,6607.5225082,Productos papel y relacionados,Buenos Aires,30.0,1,447.43554749999987,1240.43724,-254.193135,3,1220.932720525804,0.07692307692307693,0
3654,141.0,20,15,8,60950.0,17.392,76.56514,8296.810628499998,9382.5781422,Productos papel y relacionados,Buenos Aires,30.0,1,553.1207085666665,1325.435633,-254.193135,4,1204.7227550805621,0.06666666666666667,0
3668,143.0,2,13,4,37435.0,31.723076923076924,44.8773,27249.449197999995,26466.022913599998,Carne y productos carnicos,Buenos Aires,45.0,0,2096.11147676923,3737.73852,256.08,1,993.3369236717791,0.0,0
3669,143.0,3,20,4,58275.0,32.0135,44.47598999999998,42159.26097899999,41502.58990199999,Carne y productos carnicos,Buenos Aires,45.0,0,2107.9630489499996,3737.73852,256.08,2,989.7066524412564,0.0,0
3670,143.0,4,27,4,83705.0,32.28333333333333,43.98443703703702,60511.14365599999,61107.71672299999,Carne y productos carnicos,Buenos Aires,45.0,0,2241.1534687407407,3737.73852,256.08,3,1012.9754972666909,0.0,0
3671,143.0,5,37,4,114325.0,33.39081081081081,46.31065096486487,84292.656289,82381.7623324,Carne y productos carnicos,Buenos Aires,45.0,0,2278.1798997027026,3793.112424,249.182568,4,980.894640113971,0.0,0
3672,143.0,6,33,3,88668.0,35.426486486486496,50.38140772162158,65755.98156299998,63572.01668274999,Carne y productos carnicos,Buenos Aires,45.0,3,1777.1886908918914,3903.860232,-3516.242904,4,961.3384149843044,0.09090909090909091,0
3673,143.0,7,37,4,99873.0,38.03170731707316,53.70586550487805,74930.75761900001,72834.10719955001,Carne y productos carnicos,Buenos Aires,45.0,3,1827.5794541219516,4596.034032,-3516.242904,4,985.6269504555887,0.08108108108108109,0
3674,143.0,8,42,4,110618.0,40.72695652173912,56.9744366456522,83685.76033199999,80263.39982365002,Carne y productos carnicos,Buenos Aires,45.0,3,1819.255659391304,4596.034032,-3516.242904,4,974.435412450326,0.07142857142857142,0
3675,143.0,9,39,4,105188.0,42.3467441860465,58.46589302325585,78706.55347500001,77744.30621324999,Carne y productos carnicos,Buenos Aires,45.0,3,1830.384964534884,4596.034032,-3516.242904,4,1006.306396780556,0.07692307692307693,0
3676,143.0,10,37,4,118005.0,44.78567567567566,59.461691891891924,89790.508003,89062.33836020001,Carne y productos carnicos,Buenos Aires,45.0,0,2426.7704865675673,4983.6514,249.1826,4,1014.6712053875308,0.0,0
3677,143.0,11,30,4,100370.0,45.05099999999998,60.05212333333336,75916.373766,74948.65186799999,Carne y productos carnicos,Buenos Aires,45.0,0,2530.5457922,4983.6514,249.1826,4,1005.2888640408416,0.0,0
3678,143.0,12,28,4,101040.0,44.90107142857142,61.28075357142858,76336.025376,73952.59970369999,Carne y productos carnicos,Buenos Aires,45.0,0,2726.2866205714286,4983.6514,249.1826,4,986.0356202139883,0.0,0
3679,143.0,13,25,4,86245.0,45.19559999999999,62.391716,66123.96070000001,62661.558348700004,Carne y productos carnicos,Buenos Aires,45.0,0,2644.9584280000004,4983.6514,249.1826,4,961.3468356077815,0.0,0
3680,143.0,14,26,4,88450.0,44.06423076923076,64.67492307692306,64528.46314000001,60315.42854989999,Carne y productos carnicos,Buenos Aires,45.0,0,2481.863966923077,5121.6,498.3651,4,946.2720922780974,0.0,0
3681,143.0,15,28,3,93090.0,44.93357142857142,66.19207142857144,68546.40669,63106.791399899994,Carne y productos carnicos,Buenos Aires,45.0,0,2448.085953214286,5121.6,498.3651,4,927.6471814704342,0.0,0
3682,143.0,16,29,4,82650.0,46.752413793103436,69.25556896551721,60834.482498000005,55399.650554600004,Carne y productos carnicos,Buenos Aires,45.0,0,2097.7407757931037,5121.6,512.16,4,923.7082280169186,0.0,0
3683,143.0,17,38,4,117310.0,48.40052631578945,71.00605526315785,86649.18867,79015.38328500003,Carne y productos carnicos,Buenos Aires,45.0,0,2280.2418071052634,5121.6,512.16,4,921.7846988548044,0.0,0
3684,143.0,18,37,4,115420.0,49.810270270270244,72.50886756756753,86268.49745099999,78399.93311790001,Carne y productos carnicos,Buenos Aires,45.0,0,2331.581012189189,3986.921088,592.185,4,919.832200624644,0.0,0
3685,143.0,19,37,4,110335.0,50.24378378378376,73.81295945945945,81964.50319299997,74136.25245970002,Carne y productos carnicos,Buenos Aires,45.0,0,2215.256843054053,3986.921088,491.538132,4,912.6097939410428,0.0,0
3686,143.0,20,38,3,120775.0,51.80842105263159,76.42363684210527,89643.020311,80931.77121410001,Carne y productos carnicos,Buenos Aires,45.0,0,2359.0268502894737,6553.84176,234.017245,4,913.439959310959,0.0,0
3700,144.0,1,363,26,2267949.0,267.3038407713491,39.73879655647378,666670.9674000005,665484.3065571004,Carne y productos carnicos,Santa Fe,60.0,2,1836.5591388429766,4210.5418,-428.6177,4,1002.5846890247158,0.005509641873278237,0
3701,144.0,2,360,27,2391016.0,269.3783005555545,41.42258319444443,671390.2604000007,662484.5149510297,Carne y productos carnicos,Santa Fe,60.0,2,1864.9729455555575,4371.3712,-428.6177,4,992.2140253453327,0.005555555555555556,0
3702,144.0,3,413,25,2349178.0,102.89609733656172,42.96974164648911,669419.0421000005,667913.2492835302,Carne y productos carnicos,Santa Fe,60.0,0,1620.8693513317205,4371.3712,-4182.6778,4,991.957358963437,0.0,0
3703,144.0,4,395,24,2206724.0,107.73232177215203,43.25244936708871,646685.5385,664888.5255708003,Carne y productos carnicos,Santa Fe,60.0,0,1637.1785784810127,4614.052,-4182.6778,4,1020.0138318987166,0.0,0
3704,144.0,5,421,28,2452911.0,103.94242280285053,46.066122497078176,710643.1932345002,744442.8530718004,Carne y productos carnicos,Santa Fe,60.0,0,1687.988582504751,7493.7792,-4182.6778,4,1042.9269817627928,0.0,0
3705,144.0,6,406,28,2237104.0,108.20130541871926,47.96494598834969,660332.0003344999,698159.4297982998,Carne y productos carnicos,Santa Fe,60.0,0,1626.4334983608371,7493.7792,-6400.9364,4,1051.0382672552228,0.0,0
3706,144.0,7,330,30,2159159.0,2433.3964242424236,52.26104627657578,631131.5258710005,656360.64807799,Carne y productos carnicos,Santa Fe,60.0,3,1912.5197753666682,7493.7792,-6400.9364,4,1065.5125803929893,0.00909090909090909,0
3707,144.0,8,368,34,2294396.0,2186.193940217388,56.76546378062492,665119.5313928998,682607.0608736895,Carne y productos carnicos,Santa Fe,60.0,3,1807.390030958967,7493.7792,-6400.9364,4,1046.247079189334,0.008152173913043478,0
3708,144.0,9,309,33,1656658.0,3395.7018122977274,58.7881284789646,495527.88879419985,501915.0870713417,Carne y productos carnicos,Santa Fe,60.0,6,1603.6501255475723,7493.7792,-6400.9364,4,1046.0808312578213,0.019417475728155338,0
3709,144.0,10,313,33,1579596.0,3352.923482428108,59.54034472843476,475699.5265941999,485945.5432094418,Carne y productos carnicos,Santa Fe,60.0,6,1519.8067942306704,7493.7792,-2989.219905,4,1056.475285807939,0.019169329073482427,0
3710,144.0,11,318,30,1371727.0,872.3162578616354,60.22414339622682,438521.9903576998,456333.3647321918,Carne y productos carnicos,Santa Fe,60.0,3,1378.9999696783013,7493.7792,-2489.5488,4,1049.9169690096198,0.009433962264150943,0
3711,144.0,12,279,29,1271196.0,989.9218996415772,61.24779964157733,394699.0568357998,404103.4423338919,Carne y productos carnicos,Santa Fe,60.0,4,1414.6919599849457,4342.1212,-2489.5488,4,1045.0415144917415,0.014336917562724014,0
3712,144.0,13,324,29,1723123.0,96.46861111111129,62.82018503086424,512056.14360000007,508309.32454637985,Carne y productos carnicos,Santa Fe,60.0,1,1580.4201962962966,5641.8259,-2489.5488,4,1006.8035261701508,0.0030864197530864196,0
3713,144.0,14,320,30,1948198.0,96.64531250000026,64.42304765624986,543867.3818259998,516899.97836568,Carne y productos carnicos,Santa Fe,60.0,2,1699.5855682062495,5641.8259,-2489.5488,4,965.2492336339253,0.00625,0
3714,144.0,15,344,30,2337454.0,21.745959302325563,66.66020508720884,628331.0178593999,594703.0624969396,Carne y productos carnicos,Santa Fe,60.0,4,1826.543656568023,5641.8259,-1341.25638,4,962.6058167681964,0.011627906976744186,0
3715,144.0,16,353,30,2386694.0,23.166713881019806,68.65298201133174,634678.4298507003,609929.5338242395,Carne y productos carnicos,Santa Fe,60.0,3,1797.9558919283295,5951.592,-1341.25638,4,983.3096530184163,0.0084985835694051,0
3716,144.0,17,317,30,2117578.0,372.1297791798108,70.43087444794936,559888.8919616998,549578.0894786097,Carne y productos carnicos,Santa Fe,60.0,6,1766.2110156520498,5951.592,-1341.25638,4,1008.2482187931818,0.01892744479495268,0
3717,144.0,18,306,33,2037148.0,386.15447712418324,71.84717516339875,537761.2883700997,547250.9868435097,Carne y productos carnicos,Santa Fe,60.0,7,1757.3898312748358,7337.6588,-1873.4448,4,1041.2166550436343,0.02287581699346405,0
3718,144.0,19,256,28,1908790.0,969.1766015625,73.96225117187512,487115.9797507001,508580.1639732099,Carne y productos carnicos,Santa Fe,60.0,5,1902.7967959011723,7493.7792,-1873.4448,4,1067.2081359285075,0.01953125,0
3719,144.0,20,228,23,1862670.0,1086.9337719298235,76.4938872807018,476852.4214909997,504730.79145851015,Carne y productos carnicos,Santa Fe,60.0,5,2091.4579889956126,7493.7792,-1873.4448,4,1078.5790324151287,0.021929824561403508,0
3733,145.0,2,19,7,54678.0,21.252631578947362,44.8773,27467.416056000002,25798.5511629,Alimentos,Buenos Aires,45.0,0,1445.653476631579,3066.47656,301.35312,1,970.453472893518,0.0,0
3734,145.0,3,36,7,118728.0,21.17055555555555,44.33585000000002,59741.875721,56417.1783508,Alimentos,Buenos Aires,45.0,0,1659.4965478055556,3942.61272,301.35312,2,977.8245721283923,0.0,0
3735,145.0,4,54,7,162053.0,21.509814814814803,43.75056666666666,82299.188234,78156.3223142,Alimentos,Buenos Aires,45.0,0,1524.0590413703703,3942.61272,301.35312,3,979.0278928861616,0.0,0
3736,145.0,5,68,7,204003.0,22.412647058823513,45.570744117352945,105726.180299,98422.0296524,Alimentos,Buenos Aires,45.0,0,1554.7967691029412,3942.61272,219.03404,4,962.1799450885528,0.0,0
3737,145.0,6,63,6,197250.0,23.598095238095233,48.20044603142854,102359.022188,95210.4287735,Alimentos,Buenos Aires,45.0,0,1624.746383936508,3942.61272,219.03404,4,963.7028989270774,0.0,0
3738,145.0,7,61,5,177900.0,25.317704918032796,51.98869999967214,93613.93038599998,85342.61342009997,Alimentos,Buenos Aires,45.0,0,1534.654596491803,3915.233465,150.67656,4,940.4836508433342,0.0,0
3739,145.0,8,59,7,179206.0,26.644237288135617,56.96263559288138,93746.51709399998,83372.31219429999,Alimentos,Buenos Aires,45.0,0,1588.9240185423726,3915.233465,150.67656,4,914.7077173379356,0.0,0
3740,145.0,9,64,8,198856.0,27.303437500000015,58.78338593750004,104591.63973899999,91980.05829439999,Alimentos,Buenos Aires,45.0,0,1634.2443709218749,3723.57868,150.67656,4,902.322860056389,0.0,0
3741,145.0,10,61,7,177781.0,27.542459016393455,59.53711147540989,94734.337294,81679.3738678,Alimentos,Buenos Aires,45.0,0,1553.021922852459,3723.57868,150.67656,4,884.251530463422,0.0,0
3742,145.0,11,61,8,181552.0,27.184918032786893,60.22952131147543,95028.420731,81562.2771823,Alimentos,Buenos Aires,45.0,0,1557.8429628032789,3723.57868,276.8714,4,887.5450458275893,0.0,0
3743,145.0,12,54,7,166296.0,27.356111111111115,60.85542407407408,88277.64691,74478.0786614,Alimentos,Buenos Aires,45.0,0,1634.771239074074,3723.57868,265.5415,4,877.0522213734798,0.0,0
3744,145.0,13,35,7,104696.0,26.83685714285713,61.387762857142846,54005.53219999999,45604.6252231,Alimentos,Buenos Aires,45.0,0,1543.0152057142852,3285.5106,265.5415,3,886.2623480950958,0.0,0
3745,145.0,14,25,7,82646.0,26.673599999999997,62.24747199999998,42390.985179999996,35206.3708937,Alimentos,Buenos Aires,45.0,0,1695.6394071999998,3285.5106,265.5415,3,872.9259720594074,0.0,0
3746,145.0,15,14,6,43375.0,27.312142857142852,65.28677857142858,23605.316799999997,18281.0120858,Alimentos,Buenos Aires,45.0,0,1686.0940571428569,3285.5106,219.03404,3,791.8057290231482,0.0,0
3747,145.0,16,11,3,27925.0,28.354545454545452,70.43409090909091,14378.357128000001,11343.7814626,Alimentos,Buenos Aires,45.0,0,1307.1233752727273,2628.40848,133.03752,3,860.6483032757475,0.0,0
3748,145.0,17,14,4,37925.0,29.034999999999997,71.04778571428572,19745.416368,15682.4537322,Alimentos,Buenos Aires,45.0,0,1410.3868834285713,2628.40848,133.03752,4,849.3109113003563,0.0,0
3749,145.0,18,22,6,55600.0,30.50909090909091,72.89877272727276,29087.7897055,23422.5118711,Alimentos,Buenos Aires,45.0,0,1322.172259340909,2628.40848,133.03752,4,838.813501401876,0.0,0
3750,145.0,19,27,6,66750.0,33.02962962962964,74.95785555555557,35906.7406455,29499.940154599997,Alimentos,Buenos Aires,45.0,1,1329.8792831666667,4380.6808,-602.70624,4,849.9783505588568,0.037037037037037035,0
3751,145.0,20,27,5,74950.0,33.94444444444445,76.83821111111111,40809.441375500006,33231.3866218,Alimentos,Buenos Aires,45.0,1,1511.4607916851853,4380.6808,-602.70624,4,815.4204670980338,0.037037037037037035,0
3765,146.0,2,28,16,57975.0,25.057142857142857,44.87730000000001,25345.274674000004,25891.447346530003,Productos papel y relacionados,Buenos Aires,60.0,1,905.1883812142859,3561.336221,-675.334968,1,1061.4128125478817,0.03571428571428571,0
3766,146.0,3,70,38,112686.0,26.295714285714286,44.189340000000044,58611.302419,59445.33054383,Productos papel y relacionados,Buenos Aires,60.0,4,837.3043202714285,3561.336221,-675.334968,2,1021.9502894178798,0.05714285714285714,0
3767,146.0,4,119,51,181661.0,26.02487394957984,43.52667058823529,98543.01539949999,100586.55764499,Productos papel y relacionados,Buenos Aires,60.0,5,828.0925663823529,3561.336221,-675.334968,3,1022.4827950240456,0.04201680672268908,0
3768,146.0,5,128,53,191761.0,26.084296875000007,44.164036383828126,104807.5497435,105891.05702079,Productos papel y relacionados,Buenos Aires,60.0,5,818.8089823710937,3561.336221,-675.334968,4,1009.2564838505352,0.0390625,0
3769,146.0,6,110,50,168986.0,26.713090909090912,45.10059324663638,91341.40634250005,93609.46953055999,Productos papel y relacionados,Buenos Aires,60.0,4,830.376421295455,2834.421912,-597.37314,4,1015.2281665490223,0.03636363636363636,0
3770,146.0,7,102,46,171255.0,28.218235294117648,50.14456918754897,87932.86811950001,89591.17463758003,Productos papel y relacionados,Buenos Aires,60.0,1,862.0869423480393,2834.421912,-61.7572755,4,1007.5934691379558,0.00980392156862745,0
3771,146.0,8,89,45,157580.0,33.342808988764034,58.19277367561794,81553.15667499998,80833.01532542003,Productos papel y relacionados,Buenos Aires,60.0,2,916.3276030898874,3543.02739,-844.16871,4,984.055776364733,0.02247191011235955,0
3772,146.0,9,122,54,243670.0,33.52155737704917,59.18504590163921,126312.37997199995,121930.83378622004,Productos papel y relacionados,Buenos Aires,60.0,2,1035.3473768196718,4827.21771,-844.16871,4,971.909350396871,0.01639344262295082,0
3773,146.0,10,156,60,269000.0,33.094230769230755,59.59228076923055,146593.79959900002,138024.79144148005,Productos papel y relacionados,Buenos Aires,60.0,2,939.7038435833334,4827.21771,-844.16871,4,939.944252873519,0.01282051282051282,0
3774,146.0,11,175,63,319550.0,32.77874285714285,60.33085085714266,175126.09177700005,160770.55902466003,Productos papel y relacionados,Buenos Aires,60.0,2,1000.7205244400003,4827.21771,-844.16871,4,922.9171293448605,0.011428571428571429,0
3775,146.0,12,209,64,378405.0,31.54272727272727,61.3672492822967,204596.06624099996,182619.58959586,Productos papel y relacionados,Buenos Aires,60.0,0,978.9285466076553,4827.21771,0.0,4,896.2990238226811,0.0,0
3776,146.0,13,209,66,383990.0,30.990622009569375,62.550694736842104,199735.9599,175064.21578566,Productos papel y relacionados,Buenos Aires,60.0,0,955.6744492822966,3653.6836,0.0,4,883.9116533282091,0.0,0
3777,146.0,14,200,63,391320.0,31.275700000000008,64.01567999999989,204826.27150600005,176685.44212799997,Productos papel y relacionados,Buenos Aires,60.0,3,1024.1313575300003,3653.6836,-1371.2895,4,871.4304965559828,0.015,0
3778,146.0,15,173,60,350180.0,31.353063583815043,65.66106994219663,180399.20594100008,153748.42437130006,Productos papel y relacionados,Buenos Aires,60.0,3,1042.7699765375728,3678.42972,-1371.2895,4,858.4425658530362,0.017341040462427744,0
3779,146.0,16,149,50,349305.0,31.093691275167775,68.64922885906037,172762.87341400006,144771.35717479992,Productos papel y relacionados,Buenos Aires,60.0,3,1159.4823719060407,3771.22032,-1371.2895,4,842.5172790929198,0.020134228187919462,0
3780,146.0,17,130,41,291130.0,33.06492307692306,70.40390307692321,152579.23542199997,128556.00064040002,Productos papel y relacionados,Buenos Aires,60.0,3,1173.6864263230766,3771.22032,-1371.2895,4,843.0808933798014,0.023076923076923078,0
3781,146.0,18,135,42,324350.0,32.189777777777785,72.51968444444452,159456.071897,131711.70106000002,Productos papel y relacionados,Buenos Aires,60.0,3,1181.1560881259259,3771.22032,-1048.69778,4,828.5908213232761,0.022222222222222223,0
3782,146.0,19,153,53,339920.0,34.34346405228755,74.48211895424839,172149.213434,141630.74869085904,Productos papel y relacionados,Buenos Aires,60.0,4,1125.158257738562,3771.22032,-1048.69778,4,831.518279647491,0.026143790849673203,0
3783,146.0,20,151,57,330710.0,37.32463576158939,76.98752052980142,171773.75489399998,144515.14518293896,Productos papel y relacionados,Buenos Aires,60.0,4,1137.574535721854,2970.130195,-1048.69778,4,849.0546853151636,0.026490066225165563,0
3797,147.0,2,1,1,5375.0,25.45,44.8773,2438.04195,3048.172461,Productos limpieza del hogar,Buenos Aires,30.0,0,2438.04195,2438.04195,2438.04195,1,1250.25431207203,0.0,0
3798,147.0,3,1,1,5375.0,25.45,44.8773,2438.04195,3048.172461,Productos limpieza del hogar,Buenos Aires,30.0,0,2438.04195,2438.04195,2438.04195,1,1250.25431207203,0.0,0
3799,147.0,4,2,1,10775.0,26.725,43.72865,4887.423629999999,6599.135354,Productos limpieza del hogar,Buenos Aires,30.0,0,2443.7118149999997,2449.38168,2438.04195,2,1349.9963999751628,0.0,0
3800,147.0,5,2,1,10775.0,26.725,43.72865,4887.423629999999,6599.135354,Productos limpieza del hogar,Buenos Aires,30.0,0,2443.7118149999997,2449.38168,2438.04195,2,1349.9963999751628,0.0,0
3801,147.0,6,2,1,11300.0,32.2,49.521649999999994,5125.55796,7354.4954529999995,Productos limpieza del hogar,Buenos Aires,30.0,0,2562.77898,2676.17628,2449.38168,2,1435.4974242322637,0.0,0
3802,147.0,7,2,1,11300.0,32.2,49.521649999999994,5125.55796,7354.4954529999995,Productos limpieza del hogar,Buenos Aires,30.0,0,2562.77898,2676.17628,2449.38168,2,1435.4974242322637,0.0,0
3803,147.0,8,2,1,10750.0,38.22,58.104299999999995,4876.0839,7053.897024,Productos limpieza del hogar,Buenos Aires,30.0,0,2438.04195,2676.17628,2199.90762,2,1449.378397449962,0.0,0
3804,147.0,9,2,1,10750.0,38.22,58.104299999999995,4876.0839,7053.897024,Productos limpieza del hogar,Buenos Aires,30.0,0,2438.04195,2676.17628,2199.90762,2,1449.378397449962,0.0,0
3805,147.0,10,2,1,8450.0,40.04,59.8778,3832.82872,5652.352123000001,Productos limpieza del hogar,Buenos Aires,30.0,0,1916.41436,2199.90762,1632.9211,2,1474.2381899070297,0.0,0
3806,147.0,11,3,1,12250.0,40.04,60.37056666666666,5556.46772,8132.1707559999995,Productos limpieza del hogar,Buenos Aires,30.0,0,1852.1559066666666,2199.90762,1632.9211,3,1462.3958403947163,0.0,0
3807,147.0,12,2,1,7400.0,40.04,60.6832,3356.5600999999997,4881.806291999999,Productos limpieza del hogar,Buenos Aires,30.0,0,1678.2800499999998,1723.639,1632.9211,2,1454.8435434352286,0.0,0
3808,147.0,13,4,1,15025.0,40.04,63.223524999999995,6815.177699999999,9524.250431999999,Productos limpieza del hogar,Buenos Aires,30.0,0,1703.7944249999998,2041.1514,1417.4662,3,1398.5633507651546,0.0,0
3809,147.0,14,3,1,11425.0,40.04,64.2946,5182.2566,7122.262773,Productos limpieza del hogar,Buenos Aires,30.0,0,1727.4188666666666,2041.1514,1417.4662,2,1374.4258191867502,0.0,0
3810,147.0,15,2,1,7625.0,40.04,65.76385,3458.6176,4642.4441400000005,Productos limpieza del hogar,Buenos Aires,30.0,0,1729.3088,2041.1514,1417.4662,1,1342.2831580950806,0.0,0
